Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-19,259.0945727730038,260.3791502344123,256.73455560631777,257.6506652832031,23209300,0.0,0
2021-04-20,256.73454900507073,259.1045337341858,255.75866400217194,257.1726989746094,19722900,0.0,0
2021-04-21,257.8498305767964,259.5824952207631,256.16694327053875,259.48291015625,24030400,0.0,0
2021-04-22,259.1144594330025,260.67785673702576,254.56370787644144,256.0872802734375,25606200,0.0,0
2021-04-23,256.79428480573756,260.4090067309476,256.18683721046045,260.0505065917969,21462600,0.0,0
2021-04-26,260.5583747068549,261.33508957103936,259.0746575610768,260.4488220214844,19763300,0.0,0
2021-04-27,260.47872327772063,262.0819609089557,259.02487845113995,260.8670959472656,31014200,0.0,0
2021-04-28,255.0018556482531,255.45994086700256,251.88504369832543,253.48826599121094,46903100,0.0,0
2021-04-29,254.3844917423993,255.0217966636096,247.95168237353306,251.4468994140625,40589000,0.0,0
2021-04-30,248.68855646348584,252.01449083360455,248.5491464957128,251.11827087402344,30945100,0.0,0
2021-05-03,252.33314655241972,253.27915908295407,250.06274686823235,250.7996368408203,19626600,0.0,0
2021-05-04,249.91338482364955,250.15237986242374,244.7253129167149,246.74676513671875,32756100,0.0,0
2021-05-05,248.01141935344808,248.44956932165593,244.78506994127636,245.4323272705078,21901300,0.0,0
2021-05-06,245.41241451349458,248.80806167348976,243.65982978311698,248.67860412597656,26491100,0.0,0
2021-05-07,251.08840237117172,253.22935964639825,250.1125325813062,251.39710998535156,27032900,0.0,0
2021-05-10,249.8137949831445,250.6701748625294,246.07958304301516,246.1393280029297,29299900,0.0,0
2021-05-11,243.5204092140869,245.56178143172917,241.54874957885718,245.19332885742188,33641600,0.0,0
2021-05-12,241.15044187989466,243.35114427753356,237.067712345332,237.99378967285156,36684400,0.0,0
2021-05-13,240.78198816198244,244.56599262135376,240.40358315768114,242.00680541992188,29624300,0.0,0
2021-05-14,244.54608301080484,248.13091749809456,244.45646556739587,247.10525512695312,23901100,0.0,0
2021-05-17,245.5119932965103,245.55181820535398,242.49475123289938,244.1477508544922,24970200,0.0,0
2021-05-18,245.2331823115716,245.37259228943955,241.87736002470706,242.05661010742188,20168000,0.0,0
2021-05-19,238.85273889087873,242.7652469709917,238.14410404333958,242.65545654296875,25739800,0.56,0
2021-05-20,243.49385926738216,247.47622561379163,243.39404425088287,246.009033203125,21800700,0.0,0
2021-05-21,247.09696140894562,247.85550375159988,244.2723670213081,244.7015380859375,21863100,0.0,0
2021-05-24,247.3165346131154,250.6801058241382,247.03707083464215,250.3008270263672,21411500,0.0,0
2021-05-25,251.28893643942888,252.26705964675892,250.34075469143104,251.23902893066406,17704300,0.0,0
2021-05-26,250.94957755898406,252.4567021019266,250.2708841663841,251.0094757080078,17771600,0.0,0
2021-05-27,250.69008007390784,250.99948531081162,248.77375050340356,248.83363342285156,24426200,0.0,0
2021-05-28,250.52039646940653,251.59833466424124,249.0831455429603,249.20291137695312,18270200,0.0,0
2021-06-01,250.74996030126567,250.80984322007077,246.488130130213,246.92727661132812,23213300,0.0,0
2021-06-02,247.65588475799947,248.79370586754365,245.37025189967645,246.8274688720703,19406700,0.0,0
2021-06-03,244.75145506092315,245.86931018378507,242.53569563551198,245.2405242919922,25307700,0.0,0
2021-06-04,247.2865818704186,251.16914836166717,247.03705956319274,250.310791015625,25281100,0.0,0
2021-06-07,249.50234385060108,253.6044912345373,249.33267050742526,253.3250274658203,23079200,0.0,0
2021-06-08,254.67246519126863,255.52084717395823,252.02751945264643,252.08741760253906,22455000,0.0,0
2021-06-09,253.32503434825898,255.04174910537992,252.72618992601,253.10545349121094,17937600,0.0,0
2021-06-10,253.8041138199097,256.96805497891,253.1853033458641,256.74847412109375,24563600,0.0,0
2021-06-11,257.4970318704936,257.99607648776066,256.1196638533539,257.3972473144531,18999700,0.0,0
2021-06-14,257.4072142758371,259.4533155360959,256.30930999707226,259.3934326171875,19150500,0.0,0
2021-06-15,259.2736425545326,259.4932234155656,257.1876396043534,257.8663330078125,18038900,0.0,0
2021-06-16,258.9043434158673,260.08208141180796,253.93386325245274,256.8882141113281,27220000,0.0,0
2021-06-17,255.5807313968053,261.24987124482595,255.52084847624133,260.4014892578125,27565500,0.0,0
2021-06-18,259.13392569481664,261.7988070260755,258.25560225135814,258.9342956542969,37202200,0.0,0
2021-06-21,259.32354558763,263.01645738529993,257.4271821824195,262.128173828125,26696100,0.0,0
2021-06-22,262.2180080209479,265.28214931748397,261.89861215189006,265.002685546875,24694100,0.0,0
2021-06-23,265.4817480320148,266.32013934112837,263.9247312494802,264.76312255859375,19518700,0.0,0
2021-06-24,265.6514338468821,267.33820708699017,264.9627498395355,266.180419921875,21446900,0.0,0
2021-06-25,265.7213208030584,266.7393609064764,264.2541283385417,264.51361083984375,25611100,0.0,0
2021-06-28,265.6813783988337,268.3861917225148,265.4019146287774,268.20654296875,19590000,0.0,0
2021-06-29,268.3562441787465,271.13093099684403,267.4679606102062,270.88140869140625,19937800,0.0,0
2021-06-30,270.17279502952016,270.84149780327004,269.0848813477299,270.38238525390625,21656500,0.0,0
2021-07-01,269.09483630691625,271.32058636786485,269.0848761264128,271.0810546875,16725300,0.0,0
2021-07-02,272.2987186055752,277.46881365042015,271.97932273287586,277.1194763183594,26458000,0.0,0
2021-07-06,277.49874370310596,278.8361795983835,273.7758599594474,277.12945556640625,31565600,0.0,0
2021-07-07,278.86612501,280.15366864640197,276.6204242405685,279.3951110839844,23260000,0.0,0
2021-07-08,276.3708972105949,278.1974175290457,274.3447773249425,276.8899230957031,24618600,0.0,0
2021-07-09,275.19317613787143,277.5187107466832,274.79394651970097,277.408935546875,23916700,0.0,0
2021-07-12,278.6266112630258,279.23543111256146,276.05152382459045,276.7901306152344,18931700,0.0,0
2021-07-13,276.9897046611997,282.3095371705698,276.85997865058783,280.443115234375,26120100,0.0,0
2021-07-14,281.8105169023631,283.11801143449634,280.0139379062112,281.97021484375,23113700,0.0,0
2021-07-15,281.4611592336063,281.9701944813129,279.2952922303346,280.4930114746094,22604200,0.0,0
2021-07-16,281.5310471558003,283.5571671516194,278.9260183273087,280.21356201171875,26186800,0.0,0
2021-07-19,278.3970271934437,279.8342781501911,273.92560684735565,276.480712890625,32935600,0.0,0
2021-07-20,277.49874179111356,280.43312650475974,275.73213485504715,278.7862854003906,26259700,0.0,0
2021-07-21,278.36708159955265,280.98207052223887,276.76017255136236,280.8623046875,24364300,0.0,0
2021-07-22,283.2976382557786,285.8727254797165,282.8784578439616,285.59326171875,23384100,0.0,0
2021-07-23,286.8208926447928,289.43588151282086,285.95255990181954,289.11651611328125,22768100,0.0,0
2021-07-26,288.44778838611046,289.136472393739,286.0923124162772,288.4976806640625,23176100,0.0,0
2021-07-27,288.8769546731653,289.026661963814,282.4093560430157,285.99249267578125,33604100,0.0,0
2021-07-28,288.4377918572177,289.595578999166,283.28764786410943,285.673095703125,33566900,0.0,0
2021-07-29,285.6930627265838,288.0685200612426,285.5333647883674,285.95257568359375,18168300,0.0,0
2021-07-30,284.62511352760254,286.1122567041115,283.36751137555234,284.3656005859375,20940900,0.0,0
2021-08-02,285.81282286707744,286.2220431144855,283.19783390686365,284.2757873535156,16267400,0.0,0
2021-08-03,284.8746471656243,286.68118627156406,283.45734702840497,286.5713806152344,17879000,0.0,0
2021-08-04,285.67310052645,287.04047789757675,284.1060931256885,285.9625549316406,16191300,0.0,0
2021-08-05,286.3318570192264,289.07660253442714,285.5533486005583,288.966796875,13900200,0.0,0
2021-08-06,287.9587548235471,288.94685348747106,287.0704407226014,288.90692138671875,16585200,0.0,0
2021-08-09,289.19635283542107,290.99290125604176,287.2600573029051,287.779052734375,16117600,0.0,0
2021-08-10,288.24817631187767,288.69732867849,284.6550792160507,285.8927001953125,18616600,0.0,0
2021-08-11,286.6612159010363,288.1084575524603,285.3137892702739,286.4017333984375,13955900,0.0,0
2021-08-12,286.08233945611937,289.4159540458037,285.79288503201803,289.2562561035156,14561300,0.0,0
2021-08-13,288.92687997443096,292.3403280685862,288.74720076479184,292.2904357910156,18231400,0.0,0
2021-08-16,292.62979982841046,294.25669023601256,289.4658433937204,294.037109375,22507600,0.0,0
2021-08-17,291.8313354418655,292.8693263490271,290.52381047937575,292.5199890136719,20075300,0.0,0
2021-08-18,292.0400085449219,294.82000732421875,290.2699890136719,290.7300109863281,21813000,0.56,0
2021-08-19,288.69000244140625,297.4700012207031,288.6400146484375,296.7699890136719,29850500,0.0,0
2021-08-20,299.7200012207031,305.8399963378906,298.05999755859375,304.3599853515625,40796100,0.0,0
2021-08-23,303.25,305.3999938964844,301.8500061035156,304.6499938964844,22830200,0.0,0
2021-08-24,305.0199890136719,305.6499938964844,302.0,302.6199951171875,18175800,0.0,0
2021-08-25,304.29998779296875,304.5899963378906,300.4200134277344,302.010009765625,20006100,0.0,0
2021-08-26,300.989990234375,302.42999267578125,298.95001220703125,299.0899963378906,17666100,0.0,0
2021-08-27,298.989990234375,300.8699951171875,296.8299865722656,299.7200012207031,22597000,0.0,0
2021-08-30,301.1199951171875,304.2200012207031,301.05999755859375,303.5899963378906,16348100,0.0,0
2021-08-31,304.4200134277344,304.5,301.5,301.8800048828125,26285300,0.0,0
2021-09-01,302.8699951171875,305.19000244140625,301.489990234375,301.8299865722656,18983800,0.0,0
2021-09-02,302.20001220703125,303.3599853515625,300.17999267578125,301.1499938964844,16285600,0.0,0
2021-09-03,300.989990234375,302.6000061035156,300.260009765625,301.1400146484375,14747900,0.0,0
2021-09-07,301.010009765625,301.0899963378906,298.20001220703125,300.17999267578125,17180400,0.0,0
2021-09-08,299.7799987792969,300.6099853515625,297.4700012207031,300.2099914550781,15046800,0.0,0
2021-09-09,300.82000732421875,302.1400146484375,297.0,297.25,19927000,0.0,0
2021-09-10,298.4200134277344,299.9200134277344,295.3800048828125,295.7099914550781,19619400,0.0,0
2021-09-13,297.54998779296875,298.5400085449219,294.0799865722656,296.989990234375,23652900,0.0,0
2021-09-14,299.55999755859375,301.3900146484375,298.1000061035156,299.7900085449219,21853400,0.0,0
2021-09-15,303.260009765625,305.32000732421875,301.82000732421875,304.82000732421875,28356300,0.0,0
2021-09-16,303.760009765625,305.30999755859375,300.760009765625,305.2200012207031,19550800,0.0,0
2021-09-17,304.1700134277344,304.5,299.5299987792969,299.8699951171875,41372500,0.0,0
2021-09-20,296.3299865722656,298.7200012207031,289.5199890136719,294.29998779296875,38278700,0.0,0
2021-09-21,295.69000244140625,297.5400085449219,294.07000732421875,294.79998779296875,22364100,0.0,0
2021-09-22,296.7300109863281,300.2200012207031,294.510009765625,298.5799865722656,26626300,0.0,0
2021-09-23,298.8500061035156,300.8999938964844,297.5299987792969,299.55999755859375,18604600,0.0,0
2021-09-24,298.2300109863281,299.79998779296875,296.92999267578125,299.3500061035156,14999000,0.0,0
2021-09-27,296.1400146484375,296.4700012207031,292.94000244140625,294.1700134277344,23571700,0.0,0
2021-09-28,289.79998779296875,290.7799987792969,282.75,283.5199890136719,43186200,0.0,0
2021-09-29,285.1000061035156,286.7699890136719,283.010009765625,284.0,26353700,0.0,0
2021-09-30,285.7099914550781,287.8299865722656,281.6199951171875,281.9200134277344,32325800,0.0,0
2021-10-01,282.1199951171875,289.9800109863281,281.2900085449219,289.1000061035156,30086300,0.0,0
2021-10-04,287.3999938964844,287.75,280.25,283.1099853515625,31350700,0.0,0
2021-10-05,284.04998779296875,290.3999938964844,284.04998779296875,288.760009765625,24993000,0.0,0
2021-10-06,285.7799987792969,293.6300048828125,285.510009765625,293.1099853515625,28002600,0.0,0
2021-10-07,295.17999267578125,296.6400146484375,293.9200134277344,294.8500061035156,20430500,0.0,0
2021-10-08,296.2200012207031,296.6400146484375,293.760009765625,294.8500061035156,17680300,0.0,0
2021-10-11,292.9200134277344,297.9700012207031,292.75,294.2300109863281,19298600,0.0,0
2021-10-12,295.3399963378906,295.44000244140625,292.3500061035156,292.8800048828125,17974100,0.0,0
2021-10-13,294.9100036621094,297.2799987792969,293.489990234375,296.30999755859375,23416300,0.0,0
2021-10-14,299.2099914550781,303.2699890136719,297.8299865722656,302.75,27262900,0.0,0
2021-10-15,302.3399963378906,304.45001220703125,300.5199890136719,304.2099914550781,25374700,0.0,0
2021-10-18,303.57000732421875,308.2099914550781,302.69000244140625,307.2900085449219,22729300,0.0,0
2021-10-19,308.3500061035156,309.29998779296875,307.2200012207031,308.2300109863281,17682100,0.0,0
2021-10-20,309.2099914550781,309.70001220703125,306.1099853515625,307.4100036621094,16537100,0.0,0
2021-10-21,307.1700134277344,311.0199890136719,306.3599853515625,310.760009765625,16918100,0.0,0
2021-10-22,310.3999938964844,311.0899963378906,307.79998779296875,309.1600036621094,17440800,0.0,0
2021-10-25,309.3599853515625,309.3999938964844,306.4599914550781,308.1300048828125,17554500,0.0,0
2021-10-26,311.0,312.3999938964844,308.6000061035156,310.1099853515625,28107300,0.0,0
2021-10-27,316.0,326.1000061035156,316.0,323.1700134277344,52544800,0.0,0
2021-10-28,324.32501220703125,324.3800048828125,321.360107421875,323.4100036621094,18449224,0.0,0
